Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
Qwen2.5-VL,Robbery,hard,Robbery035_x264,155,88,0.5677,True,"[0.92, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery036_x264,205,94,0.4585,True,"[0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93]"
Qwen2.5-VL,Robbery,hard,Robbery037_x264,290,22,0.0759,True,"[0.93, 0.91, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery038_x264,61,48,0.7869,True,"[0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery039_x264,17,11,0.6471,True,"[0.92, 0.91, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.88, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery040_x264,34,5,0.1471,True,"[0.83, 0.83, 0.8, 0.8, 0.79]"
Qwen2.5-VL,Robbery,hard,Robbery041_x264,45,18,0.4,True,"[0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery042_x264,72,22,0.3056,True,"[0.91, 0.91, 0.9, 0.89, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery043_x264,34,29,0.8529,True,"[0.93, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery044_x264,15,6,0.4,True,"[0.89, 0.88, 0.83, 0.81, 0.81, 0.8]"
Qwen2.5-VL,Robbery,hard,Robbery045_x264,111,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery046_x264,28,3,0.1071,True,"[0.96, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery047_x264,50,9,0.18,True,"[0.87, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.84, 0.82]"
Qwen2.5-VL,Robbery,hard,Robbery048_x264,46,20,0.4348,True,"[0.92, 0.91, 0.89, 0.89, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery049_x264,66,37,0.5606,True,"[0.95, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery050_x264,56,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery051_x264,53,27,0.5094,True,"[0.95, 0.93, 0.89, 0.89, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery052_x264,120,7,0.0583,True,"[0.88, 0.88, 0.82, 0.81, 0.8, 0.78, 0.75]"
Qwen2.5-VL,Robbery,hard,Robbery053_x264,61,3,0.0492,True,"[0.9, 0.87, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery054_x264,65,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery055_x264,318,3,0.0094,True,"[0.87, 0.85, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery056_x264,92,83,0.9022,True,"[0.95, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery057_x264,71,33,0.4648,True,"[0.92, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery058_x264,58,10,0.1724,True,"[0.88, 0.88, 0.85, 0.84, 0.83, 0.82, 0.82, 0.81, 0.8, 0.79]"
Qwen2.5-VL,Robbery,hard,Robbery059_x264,321,86,0.2679,True,"[0.94, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery060_x264,70,35,0.5,True,"[0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery061_x264,122,7,0.0574,True,"[0.9, 0.89, 0.86, 0.86, 0.85, 0.78, 0.78]"
Qwen2.5-VL,Robbery,hard,Robbery062_x264,120,58,0.4833,True,"[0.92, 0.91, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery063_x264,71,30,0.4225,True,"[0.93, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery064_x264,47,23,0.4894,True,"[0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery065_x264,79,52,0.6582,True,"[0.92, 0.92, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery066_x264,159,79,0.4969,True,"[0.97, 0.97, 0.96, 0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94]"
Qwen2.5-VL,Robbery,hard,Robbery067_x264,133,13,0.0977,True,"[0.91, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery068_x264,13,8,0.6154,True,"[0.9, 0.89, 0.88, 0.85, 0.85, 0.83, 0.81, 0.8]"
Qwen2.5-VL,Robbery,hard,Robbery069_x264,22,6,0.2727,True,"[0.95, 0.92, 0.87, 0.86, 0.84, 0.78]"
Qwen2.5-VL,Robbery,hard,Robbery070_x264,19,15,0.7895,True,"[0.95, 0.95, 0.94, 0.94, 0.93, 0.92, 0.91, 0.91, 0.91, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery071_x264,52,3,0.0577,True,"[0.88, 0.87, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery072_x264,46,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery073_x264,250,88,0.352,True,"[0.91, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery074_x264,26,22,0.8462,True,"[0.94, 0.9, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery075_x264,97,4,0.0412,True,"[0.91, 0.88, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery076_x264,25,1,0.04,True,[0.85]
Qwen2.5-VL,Robbery,hard,Robbery077_x264,38,16,0.4211,True,"[0.92, 0.92, 0.92, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery078_x264,80,25,0.3125,True,"[0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery079_x264,24,2,0.0833,True,"[0.93, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery080_x264,82,41,0.5,True,"[0.92, 0.92, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery081_x264,183,128,0.6995,True,"[0.93, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery082_x264,52,32,0.6154,True,"[0.95, 0.94, 0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery083_x264,32,4,0.125,True,"[0.87, 0.87, 0.84, 0.81]"
Qwen2.5-VL,Robbery,hard,Robbery084_x264,107,41,0.3832,True,"[0.92, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery085_x264,62,16,0.2581,True,"[0.87, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84]"
Qwen2.5-VL,Robbery,hard,Robbery086_x264,240,115,0.4792,True,"[0.92, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery087_x264,33,8,0.2424,True,"[0.94, 0.94, 0.93, 0.92, 0.9, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery088_x264,157,71,0.4522,True,"[0.96, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery089_x264,9,4,0.4444,True,"[0.92, 0.91, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery090_x264,223,124,0.5561,True,"[0.96, 0.96, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]"
Qwen2.5-VL,Robbery,hard,Robbery091_x264,63,49,0.7778,True,"[0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery092_x264,28,3,0.1071,True,"[0.89, 0.86, 0.81]"
Qwen2.5-VL,Robbery,hard,Robbery093_x264,39,18,0.4615,True,"[0.9, 0.9, 0.89, 0.88, 0.88, 0.87, 0.86, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery094_x264,124,40,0.3226,True,"[0.94, 0.93, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery095_x264,42,1,0.0238,True,[0.91]
Qwen2.5-VL,Robbery,hard,Robbery096_x264,134,1,0.0075,True,[0.86]
Qwen2.5-VL,Robbery,hard,Robbery097_x264,117,37,0.3162,True,"[0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery098_x264,403,36,0.0893,True,"[0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery099_x264,53,5,0.0943,True,"[0.83, 0.82, 0.81, 0.81, 0.78]"
Qwen2.5-VL,Robbery,hard,Robbery100_x264,149,109,0.7315,True,"[0.96, 0.96, 0.96, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94]"
Qwen2.5-VL,Robbery,hard,Robbery101_x264,111,12,0.1081,True,"[0.93, 0.91, 0.89, 0.88, 0.88, 0.87, 0.87, 0.85, 0.85, 0.83]"
Qwen2.5-VL,Robbery,hard,Robbery102_x264,60,8,0.1333,True,"[0.92, 0.91, 0.89, 0.87, 0.86, 0.85, 0.84, 0.83]"
Qwen2.5-VL,Robbery,hard,Robbery103_x264,72,10,0.1389,True,"[0.92, 0.91, 0.87, 0.86, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84]"
Qwen2.5-VL,Robbery,hard,Robbery104_x264,58,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery105_x264,61,44,0.7213,True,"[0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery106_x264,39,2,0.0513,True,"[0.87, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery107_x264,56,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery108_x264,47,41,0.8723,True,"[0.92, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery109_x264,100,60,0.6,True,"[0.95, 0.94, 0.94, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery110_x264,84,29,0.3452,True,"[0.9, 0.9, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery111_x264,190,133,0.7,True,"[0.92, 0.92, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery112_x264,45,0,0.0,False,[]
Qwen2.5-VL,Robbery,hard,Robbery113_x264,27,19,0.7037,True,"[0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery114_x264,69,33,0.4783,True,"[0.94, 0.93, 0.93, 0.92, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery115_x264,61,28,0.459,True,"[0.93, 0.93, 0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery116_x264,14,7,0.5,True,"[0.9, 0.87, 0.87, 0.87, 0.84, 0.84, 0.83]"
Qwen2.5-VL,Robbery,hard,Robbery117_x264,112,5,0.0446,True,"[0.92, 0.91, 0.89, 0.88, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery118_x264,65,25,0.3846,True,"[0.92, 0.9, 0.9, 0.9, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery119_x264,102,33,0.3235,True,"[0.95, 0.93, 0.92, 0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery120_x264,32,26,0.8125,True,"[0.91, 0.91, 0.9, 0.9, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery121_x264,46,10,0.2174,True,"[0.95, 0.94, 0.9, 0.9, 0.9, 0.89, 0.88, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery122_x264,34,1,0.0294,True,[0.87]
Qwen2.5-VL,Robbery,hard,Robbery123_x264,36,5,0.1389,True,"[0.93, 0.92, 0.89, 0.88, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery124_x264,318,66,0.2075,True,"[0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery125_x264,236,2,0.0085,True,"[0.93, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery126_x264,52,14,0.2692,True,"[0.9, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.86, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery127_x264,42,35,0.8333,True,"[0.94, 0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery128_x264,220,13,0.0591,True,"[0.9, 0.9, 0.89, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery129_x264,74,9,0.1216,True,"[0.91, 0.89, 0.89, 0.88, 0.88, 0.86, 0.86, 0.84, 0.84]"
Qwen2.5-VL,Robbery,hard,Robbery130_x264,61,53,0.8689,True,"[0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery131_x264,50,21,0.42,True,"[0.95, 0.95, 0.94, 0.93, 0.92, 0.92, 0.91, 0.91, 0.91, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery132_x264,22,17,0.7727,True,"[0.91, 0.91, 0.9, 0.9, 0.89, 0.87, 0.87, 0.87, 0.85, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery133_x264,59,34,0.5763,True,"[0.95, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery134_x264,21,10,0.4762,True,"[0.94, 0.94, 0.91, 0.91, 0.91, 0.9, 0.88, 0.88, 0.87, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery135_x264,109,74,0.6789,True,"[0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91]"
Qwen2.5-VL,Robbery,hard,Robbery136_x264,37,28,0.7568,True,"[0.95, 0.94, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89]"
Qwen2.5-VL,Robbery,hard,Robbery137_x264,73,39,0.5342,True,"[0.92, 0.9, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,hard,Robbery138_x264,20,13,0.65,True,"[0.93, 0.93, 0.91, 0.89, 0.88, 0.88, 0.88, 0.86, 0.86, 0.85]"
Qwen2.5-VL,Robbery,hard,Robbery139_x264,32,2,0.0625,True,"[0.89, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery140_x264,35,7,0.2,True,"[0.87, 0.87, 0.86, 0.86, 0.86, 0.84, 0.82]"
Qwen2.5-VL,Robbery,hard,Robbery141_x264,132,23,0.1742,True,"[0.97, 0.96, 0.94, 0.91, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery142_x264,83,6,0.0723,True,"[0.88, 0.87, 0.84, 0.84, 0.82, 0.81]"
Qwen2.5-VL,Robbery,hard,Robbery143_x264,31,20,0.6452,True,"[0.93, 0.92, 0.92, 0.91, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery144_x264,26,1,0.0385,True,[0.86]
Qwen2.5-VL,Robbery,hard,Robbery145_x264,44,32,0.7273,True,"[0.93, 0.93, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91, 0.9]"
Qwen2.5-VL,Robbery,hard,Robbery146_x264,54,25,0.463,True,"[0.91, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery147_x264,29,19,0.6552,True,"[0.93, 0.93, 0.91, 0.9, 0.9, 0.9, 0.9, 0.88, 0.88, 0.88]"
Qwen2.5-VL,Robbery,hard,Robbery148_x264,120,8,0.0667,True,"[0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,hard,Robbery149_x264,41,39,0.9512,True,"[0.95, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92]"
Qwen2.5-VL,Robbery,hard,Robbery150_x264,123,3,0.0244,True,"[0.9, 0.89, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery001_x264,32,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery002_x264,106,31,0.2925,True,"[0.92, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,medium,Robbery003_x264,32,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery004_x264,50,5,0.1,True,"[0.85, 0.84, 0.82, 0.78, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery005_x264,91,4,0.044,True,"[0.78, 0.77, 0.75, 0.74]"
Qwen2.5-VL,Robbery,medium,Robbery006_x264,113,31,0.2743,True,"[0.87, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery007_x264,68,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery008_x264,75,52,0.6933,True,"[0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91]"
Qwen2.5-VL,Robbery,medium,Robbery009_x264,106,30,0.283,True,"[0.89, 0.86, 0.85, 0.85, 0.85, 0.84, 0.83, 0.82, 0.81, 0.8]"
Qwen2.5-VL,Robbery,medium,Robbery010_x264,102,7,0.0686,True,"[0.93, 0.91, 0.9, 0.89, 0.86, 0.85, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery011_x264,54,21,0.3889,True,"[0.87, 0.86, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery012_x264,24,2,0.0833,True,"[0.85, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery013_x264,121,14,0.1157,True,"[0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.82, 0.81, 0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery014_x264,509,8,0.0157,True,"[0.91, 0.87, 0.85, 0.85, 0.82, 0.8, 0.8, 0.8]"
Qwen2.5-VL,Robbery,medium,Robbery015_x264,91,1,0.011,True,[0.75]
Qwen2.5-VL,Robbery,medium,Robbery016_x264,55,41,0.7455,True,"[0.96, 0.94, 0.92, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Robbery,medium,Robbery017_x264,145,9,0.0621,True,"[0.88, 0.87, 0.85, 0.84, 0.83, 0.82, 0.82, 0.82, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery018_x264,95,3,0.0316,True,"[0.85, 0.79, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery019_x264,192,139,0.724,True,"[0.95, 0.94, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93]"
Qwen2.5-VL,Robbery,medium,Robbery020_x264,146,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery021_x264,274,118,0.4307,True,"[0.96, 0.95, 0.95, 0.95, 0.95, 0.93, 0.92, 0.91, 0.9, 0.89]"
Qwen2.5-VL,Robbery,medium,Robbery022_x264,117,86,0.735,True,"[0.9, 0.88, 0.87, 0.87, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery023_x264,37,25,0.6757,True,"[0.97, 0.96, 0.96, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93, 0.92]"
Qwen2.5-VL,Robbery,medium,Robbery024_x264,79,25,0.3165,True,"[0.87, 0.87, 0.87, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery025_x264,48,16,0.3333,True,"[0.92, 0.91, 0.9, 0.9, 0.89, 0.89, 0.84, 0.84, 0.84, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery026_x264,437,184,0.4211,True,"[0.93, 0.93, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery027_x264,180,93,0.5167,True,"[0.97, 0.96, 0.96, 0.94, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91]"
Qwen2.5-VL,Robbery,medium,Robbery028_x264,78,31,0.3974,True,"[0.94, 0.94, 0.93, 0.92, 0.92, 0.91, 0.9, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery029_x264,72,10,0.1389,True,"[0.94, 0.9, 0.89, 0.87, 0.87, 0.86, 0.85, 0.85, 0.85, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery030_x264,99,26,0.2626,True,"[0.87, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery031_x264,36,7,0.1944,True,"[0.85, 0.82, 0.8, 0.79, 0.79, 0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery032_x264,180,6,0.0333,True,"[0.84, 0.83, 0.82, 0.82, 0.79, 0.76]"
Qwen2.5-VL,Robbery,medium,Robbery033_x264,31,12,0.3871,True,"[0.87, 0.87, 0.87, 0.86, 0.86, 0.84, 0.83, 0.81, 0.8, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery034_x264,211,96,0.455,True,"[0.91, 0.9, 0.9, 0.9, 0.9, 0.89, 0.88, 0.88, 0.88, 0.88]"
Qwen2.5-VL,Robbery,medium,Robbery035_x264,155,23,0.1484,True,"[0.85, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.83, 0.82, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery036_x264,205,48,0.2341,True,"[0.92, 0.91, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery037_x264,290,6,0.0207,True,"[0.85, 0.84, 0.84, 0.82, 0.79, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery038_x264,61,6,0.0984,True,"[0.85, 0.85, 0.83, 0.83, 0.81, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery039_x264,17,11,0.6471,True,"[0.91, 0.9, 0.9, 0.9, 0.89, 0.88, 0.88, 0.88, 0.87, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery040_x264,34,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery041_x264,45,12,0.2667,True,"[0.91, 0.9, 0.88, 0.87, 0.86, 0.86, 0.85, 0.85, 0.84, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery042_x264,72,9,0.125,True,"[0.85, 0.85, 0.85, 0.81, 0.81, 0.8, 0.8, 0.8, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery043_x264,34,24,0.7059,True,"[0.91, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery044_x264,15,1,0.0667,True,[0.86]
Qwen2.5-VL,Robbery,medium,Robbery045_x264,111,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery046_x264,28,1,0.0357,True,[0.86]
Qwen2.5-VL,Robbery,medium,Robbery047_x264,50,8,0.16,True,"[0.81, 0.79, 0.78, 0.77, 0.76, 0.75, 0.75, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery048_x264,46,17,0.3696,True,"[0.94, 0.87, 0.85, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83, 0.82]"
Qwen2.5-VL,Robbery,medium,Robbery049_x264,66,26,0.3939,True,"[0.94, 0.94, 0.93, 0.91, 0.91, 0.9, 0.89, 0.89, 0.88, 0.88]"
Qwen2.5-VL,Robbery,medium,Robbery050_x264,56,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery051_x264,53,17,0.3208,True,"[0.95, 0.93, 0.86, 0.85, 0.85, 0.84, 0.83, 0.82, 0.82, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery052_x264,120,1,0.0083,True,[0.84]
Qwen2.5-VL,Robbery,medium,Robbery053_x264,61,1,0.0164,True,[0.78]
Qwen2.5-VL,Robbery,medium,Robbery054_x264,65,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery055_x264,318,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery056_x264,92,79,0.8587,True,"[0.94, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery057_x264,71,16,0.2254,True,"[0.84, 0.81, 0.8, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery058_x264,58,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery059_x264,321,33,0.1028,True,"[0.9, 0.86, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery060_x264,70,30,0.4286,True,"[0.9, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86, 0.85, 0.84, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery061_x264,122,2,0.0164,True,"[0.79, 0.79]"
